Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Indiana Pacers,Miami Heat,0022200402,82,0.519,0.457,0.368,0.79,41.2,26.5,15.4,7.9,5.9,-0.8,112.6,113.4,0.576,87,0.444,0.453,0.34,0.833,41.4,24.0,14.1,7.7,3.3,-1.7,109.7,111.7,0.567,0,12/12/2022
Washington Wizards,Brooklyn Nets,0022200403,100,0.407,0.472,0.342,0.769,44.5,24.7,13.6,6.7,5.9,-2.2,111.1,113.3,0.57,112,0.571,0.5,0.373,0.791,41.1,26.4,15.0,7.0,7.0,1.2,113.6,112.3,0.603,0,12/12/2022
Memphis Grizzlies,Atlanta Hawks,0022200404,128,0.654,0.463,0.358,0.698,47.9,24.4,14.4,7.3,5.5,3.0,113.3,110.4,0.556,103,0.519,0.466,0.321,0.818,43.2,22.9,13.1,7.0,4.7,-0.6,110.4,111.4,0.556,1,12/12/2022
Philadelphia 76ers,Sacramento Kings,0022200409,123,0.538,0.476,0.383,0.811,40.6,24.2,15.0,8.7,4.7,2.4,112.2,109.5,0.591,103,0.56,0.49,0.36,0.783,40.9,26.5,14.7,7.0,3.2,2.9,115.0,112.1,0.604,1,12/13/2022
Los Angeles Lakers,Boston Celtics,0022200413,118,0.423,0.474,0.322,0.803,43.7,23.9,14.2,6.6,4.9,-1.4,110.6,111.8,0.572,122,0.75,0.489,0.391,0.833,42.1,26.6,13.6,6.3,5.0,6.8,118.4,111.2,0.62,0,12/13/2022
Houston Rockets,Phoenix Suns,0022200411,111,0.308,0.444,0.339,0.782,45.6,21.3,17.4,7.7,4.7,-5.9,109.3,115.4,0.554,97,0.593,0.477,0.383,0.802,43.2,27.7,13.8,7.1,5.4,4.8,116.4,111.6,0.58,1,12/13/2022
Milwaukee Bucks,Golden State Warriors,0022200410,128,0.731,0.456,0.35,0.736,48.2,24.9,14.7,6.4,6.0,4.5,111.3,106.8,0.56,111,0.519,0.481,0.376,0.789,41.7,28.6,16.2,6.7,4.2,1.5,113.7,112.4,0.6,1,12/13/2022
Utah Jazz,New Orleans Pelicans,0022200412,121,0.517,0.477,0.372,0.778,43.2,26.3,15.6,7.2,4.8,1.4,115.9,114.1,0.591,100,0.692,0.488,0.368,0.792,44.3,26.5,14.4,8.7,4.4,6.9,115.3,108.4,0.589,1,12/13/2022
Indiana Pacers,Golden State Warriors,0022200415,125,0.5,0.453,0.365,0.789,41.4,26.2,15.5,7.9,6.1,-0.9,111.8,112.8,0.573,119,0.5,0.478,0.377,0.789,41.4,28.4,16.2,6.7,4.1,0.8,113.3,112.6,0.597,1,12/14/2022
Orlando Magic,Atlanta Hawks,0022200416,135,0.286,0.468,0.34,0.799,43.4,21.6,16.7,6.3,5.1,-5.2,109.5,114.5,0.574,124,0.5,0.461,0.321,0.817,43.1,22.8,13.2,7.2,4.5,-1.5,110.0,111.8,0.552,1,12/14/2022
Charlotte Hornets,Detroit Pistons,0022200414,134,0.259,0.446,0.323,0.737,44.3,24.0,14.2,7.5,4.7,-6.6,107.0,114.1,0.534,141,0.241,0.446,0.345,0.774,42.3,22.1,14.3,6.8,3.8,-7.1,109.6,116.8,0.554,0,12/14/2022
Toronto Raptors,Sacramento Kings,0022200417,123,0.481,0.448,0.323,0.783,43.6,23.2,12.9,10.1,5.5,0.9,112.1,111.1,0.548,124,0.538,0.487,0.355,0.785,41.1,26.2,14.8,6.9,3.3,2.1,114.3,112.3,0.6,0,12/14/2022
San Antonio Spurs,Portland Trail Blazers,0022200420,112,0.333,0.463,0.339,0.728,41.9,27.0,16.0,6.9,4.1,-9.8,108.2,117.9,0.553,128,0.556,0.473,0.388,0.778,44.2,24.5,15.5,6.7,4.2,0.4,113.7,113.4,0.587,0,12/14/2022
Chicago Bulls,New York Knicks,0022200418,120,0.423,0.477,0.362,0.822,42.3,24.4,14.4,7.6,5.0,0.0,110.7,110.8,0.577,128,0.519,0.453,0.319,0.804,46.7,23.1,13.9,6.9,4.4,0.9,112.1,111.4,0.556,0,12/14/2022
Oklahoma City Thunder,Miami Heat,0022200419,108,0.407,0.461,0.34,0.801,42.6,23.1,13.6,7.7,5.3,-1.8,110.5,112.5,0.558,110,0.464,0.45,0.337,0.832,41.8,24.1,14.1,7.7,3.3,-1.5,109.1,110.8,0.564,0,12/14/2022
Dallas Mavericks,Cleveland Cavaliers,0022200421,90,0.519,0.469,0.358,0.727,39.7,22.5,13.0,7.9,3.8,1.8,114.3,112.6,0.588,105,0.607,0.475,0.368,0.804,43.8,23.8,15.2,6.6,4.3,5.9,112.7,107.0,0.583,0,12/14/2022
Denver Nuggets,Washington Wizards,0022200422,141,0.615,0.503,0.394,0.746,43.4,28.3,15.3,7.1,4.5,1.2,116.3,114.8,0.6,128,0.393,0.472,0.342,0.766,44.5,24.6,13.8,6.7,5.8,-2.5,110.7,113.2,0.569,1,12/14/2022
LA Clippers,Minnesota Timberwolves,0022200423,99,0.552,0.465,0.366,0.749,44.2,22.9,15.6,6.5,4.8,-0.8,108.8,109.6,0.569,88,0.481,0.487,0.334,0.787,41.3,25.5,16.0,8.4,5.2,-1.4,111.6,112.5,0.587,1,12/14/2022
LA Clippers,Phoenix Suns,0022200427,95,0.567,0.462,0.363,0.751,44.5,22.8,15.5,6.5,4.7,-0.4,108.5,108.9,0.567,111,0.571,0.47,0.376,0.807,43.3,27.5,13.7,7.3,5.5,4.2,115.7,111.5,0.575,0,12/15/2022
Houston Rockets,Miami Heat,0022200424,108,0.333,0.443,0.339,0.788,46.3,21.1,17.6,7.6,4.9,-5.2,109.4,114.8,0.554,111,0.483,0.45,0.342,0.831,41.7,24.1,14.1,7.8,3.2,-1.4,109.2,110.8,0.565,0,12/15/2022
Utah Jazz,New Orleans Pelicans,0022200426,132,0.533,0.477,0.37,0.776,43.7,26.4,15.8,7.1,4.9,2.0,115.8,113.4,0.59,129,0.667,0.485,0.36,0.786,44.2,26.4,14.5,8.8,4.3,5.8,114.5,108.6,0.584,1,12/15/2022
Memphis Grizzlies,Milwaukee Bucks,0022200425,142,0.667,0.468,0.36,0.702,47.9,24.8,14.7,7.4,5.7,3.8,113.6,110.0,0.561,101,0.741,0.459,0.352,0.739,48.3,24.7,15.0,6.5,5.9,5.0,111.6,106.6,0.564,1,12/15/2022
Philadelphia 76ers,Golden State Warriors,0022200432,118,0.556,0.477,0.386,0.809,40.6,24.5,14.9,8.7,4.7,3.0,112.4,109.1,0.593,106,0.483,0.478,0.378,0.793,41.4,28.2,16.4,6.6,4.1,0.6,113.2,112.7,0.598,1,12/16/2022
Los Angeles Lakers,Denver Nuggets,0022200437,126,0.407,0.474,0.32,0.8,43.7,23.7,14.0,6.6,5.0,-1.5,110.5,111.7,0.571,108,0.63,0.508,0.391,0.751,43.3,28.3,15.4,7.1,4.6,1.6,116.8,114.8,0.605,1,12/16/2022
Chicago Bulls,New York Knicks,0022200434,91,0.407,0.48,0.361,0.823,41.8,24.4,14.3,7.6,5.1,-0.3,110.8,111.2,0.579,114,0.536,0.454,0.326,0.804,46.7,23.2,14.1,6.9,4.4,1.1,112.5,111.5,0.558,0,12/16/2022
Boston Celtics,Orlando Magic,0022200430,109,0.759,0.488,0.391,0.829,42.3,26.5,13.5,6.3,4.9,6.7,118.1,111.1,0.617,117,0.31,0.47,0.344,0.801,43.5,21.8,16.6,6.4,5.2,-4.6,110.3,114.8,0.577,0,12/16/2022
Cleveland Cavaliers,Indiana Pacers,0022200431,118,0.621,0.477,0.368,0.804,44.0,23.9,15.0,6.5,4.3,6.2,113.0,106.9,0.583,112,0.517,0.455,0.367,0.79,41.0,26.3,15.5,8.0,6.1,-0.7,111.9,112.7,0.575,1,12/16/2022
Detroit Pistons,Sacramento Kings,0022200429,113,0.267,0.448,0.349,0.773,42.5,22.1,14.3,6.6,3.9,-6.6,110.2,116.9,0.557,122,0.556,0.487,0.355,0.787,41.3,26.3,14.8,6.7,3.2,2.0,114.6,112.7,0.601,0,12/16/2022
Dallas Mavericks,Portland Trail Blazers,0022200436,130,0.5,0.466,0.357,0.727,39.6,22.4,13.1,7.8,3.8,1.2,113.9,112.8,0.586,110,0.571,0.478,0.39,0.776,44.0,24.6,15.6,6.7,4.1,0.9,114.3,113.5,0.592,1,12/16/2022
Charlotte Hornets,Atlanta Hawks,0022200428,106,0.25,0.444,0.323,0.74,44.4,23.8,13.8,7.5,4.7,-6.6,107.5,114.6,0.534,125,0.483,0.463,0.322,0.82,42.9,23.0,13.2,7.0,4.6,-1.8,110.4,112.6,0.554,0,12/16/2022
Toronto Raptors,Brooklyn Nets,0022200433,116,0.464,0.45,0.323,0.786,43.4,23.3,12.7,10.0,5.6,0.8,112.4,111.5,0.549,119,0.586,0.499,0.37,0.794,41.1,26.3,15.0,7.0,7.0,1.6,113.5,111.8,0.602,0,12/16/2022
Oklahoma City Thunder,Minnesota Timberwolves,0022200435,110,0.393,0.462,0.341,0.799,42.7,23.2,13.6,7.7,5.3,-1.8,110.5,112.4,0.559,112,0.464,0.485,0.33,0.785,41.4,25.2,16.0,8.5,5.2,-1.7,110.9,112.1,0.585,0,12/16/2022
San Antonio Spurs,Miami Heat,0022200439,101,0.321,0.463,0.34,0.723,41.9,26.8,15.8,7.0,4.1,-10.0,108.4,118.4,0.552,111,0.5,0.45,0.342,0.828,41.7,24.0,14.1,7.9,3.3,-1.2,109.4,110.8,0.565,0,12/17/2022
LA Clippers,Washington Wizards,0022200438,102,0.548,0.459,0.363,0.75,44.8,22.8,15.6,6.5,4.7,-0.9,108.3,109.3,0.564,93,0.379,0.474,0.348,0.759,43.6,25.0,13.8,6.8,5.8,-2.9,110.9,113.8,0.572,1,12/17/2022
Phoenix Suns,New Orleans Pelicans,0022200444,118,0.586,0.47,0.373,0.806,43.7,27.5,13.6,7.4,5.6,4.6,115.8,111.1,0.573,114,0.643,0.484,0.362,0.787,44.2,26.2,14.6,8.8,4.4,5.5,114.7,109.1,0.584,1,12/17/2022
Cleveland Cavaliers,Dallas Mavericks,0022200440,100,0.633,0.478,0.37,0.807,43.7,24.0,14.9,6.5,4.2,6.2,113.4,107.3,0.586,99,0.517,0.469,0.36,0.731,39.6,22.5,13.1,7.6,3.9,1.9,114.5,112.7,0.59,1,12/17/2022
Houston Rockets,Portland Trail Blazers,0022200441,95,0.321,0.444,0.337,0.785,46.5,21.2,17.5,7.7,4.9,-5.1,109.4,114.7,0.554,107,0.552,0.476,0.389,0.775,44.0,24.5,15.5,6.6,4.1,0.2,114.2,114.1,0.59,0,12/17/2022
Milwaukee Bucks,Utah Jazz,0022200442,123,0.714,0.456,0.347,0.737,47.9,24.6,14.7,6.4,5.7,3.4,111.1,107.8,0.561,97,0.548,0.476,0.37,0.778,43.6,26.3,15.8,7.1,5.0,2.1,116.1,113.7,0.591,1,12/17/2022
Oklahoma City Thunder,Memphis Grizzlies,0022200443,115,0.379,0.462,0.339,0.799,42.7,23.3,13.9,7.6,5.2,-1.8,110.4,112.3,0.559,109,0.679,0.471,0.361,0.704,48.1,24.9,14.5,7.3,5.8,5.1,114.5,109.6,0.564,1,12/17/2022
Los Angeles Lakers,Washington Wizards,0022200451,119,0.429,0.476,0.322,0.798,43.7,23.9,14.0,6.8,4.9,-0.9,110.8,111.5,0.573,117,0.367,0.473,0.349,0.762,43.6,24.9,13.9,6.9,5.6,-3.1,110.4,113.5,0.57,1,12/18/2022
Boston Celtics,Orlando Magic,0022200445,92,0.733,0.485,0.386,0.829,42.1,26.1,13.5,6.4,5.1,6.2,117.7,111.1,0.614,95,0.333,0.469,0.342,0.803,43.7,21.7,16.7,6.4,5.0,-4.2,110.4,114.5,0.576,0,12/18/2022
Detroit Pistons,Brooklyn Nets,0022200447,121,0.258,0.448,0.349,0.775,42.6,22.1,14.4,6.6,3.8,-6.7,110.3,117.0,0.558,124,0.6,0.503,0.37,0.793,41.1,26.2,15.0,7.0,7.0,1.6,113.9,112.1,0.605,0,12/18/2022
Indiana Pacers,New York Knicks,0022200446,106,0.5,0.457,0.365,0.793,40.9,26.6,15.4,7.9,6.1,-0.9,112.2,113.2,0.577,109,0.552,0.453,0.329,0.801,46.8,23.0,14.0,7.1,4.3,1.9,112.6,110.9,0.558,0,12/18/2022
Denver Nuggets,Charlotte Hornets,0022200450,119,0.607,0.507,0.39,0.751,43.1,28.2,15.5,7.1,4.5,0.9,116.4,115.1,0.604,115,0.241,0.443,0.324,0.738,44.4,23.9,13.8,7.5,4.7,-7.0,107.5,115.0,0.533,1,12/18/2022
Minnesota Timberwolves,Chicago Bulls,0022200449,150,0.483,0.485,0.334,0.777,41.4,25.1,16.0,8.7,5.2,-1.6,110.8,111.9,0.584,126,0.393,0.479,0.362,0.824,41.7,24.4,14.5,7.4,5.0,-1.0,110.2,111.4,0.579,1,12/18/2022
Toronto Raptors,Golden State Warriors,0022200448,110,0.448,0.451,0.324,0.789,43.1,23.1,12.6,9.8,5.4,0.7,112.7,111.9,0.551,126,0.467,0.476,0.379,0.794,41.6,28.3,16.4,6.7,4.1,0.2,112.9,112.7,0.595,0,12/18/2022
Philadelphia 76ers,Toronto Raptors,0022200453,104,0.571,0.476,0.387,0.809,40.8,24.4,14.9,8.8,4.7,3.4,112.5,108.9,0.593,101,0.433,0.45,0.326,0.788,43.1,23.0,12.6,9.7,5.3,0.1,112.7,112.5,0.55,1,12/19/2022
Phoenix Suns,Los Angeles Lakers,0022200459,130,0.6,0.47,0.373,0.801,43.5,27.4,13.4,7.3,5.5,4.6,116.1,111.5,0.574,104,0.448,0.476,0.325,0.796,43.6,24.0,13.9,6.7,4.9,-0.8,111.0,111.5,0.573,1,12/19/2022
Cleveland Cavaliers,Utah Jazz,0022200452,122,0.645,0.476,0.364,0.8,44.0,23.9,14.8,6.5,4.2,6.1,113.0,107.0,0.582,99,0.531,0.476,0.369,0.775,43.2,26.2,15.7,7.0,4.9,1.2,115.7,114.1,0.59,1,12/19/2022
Houston Rockets,San Antonio Spurs,0022200455,105,0.31,0.443,0.33,0.781,46.8,21.1,17.6,7.7,4.9,-5.3,109.1,114.7,0.55,124,0.31,0.462,0.341,0.725,41.8,26.9,15.9,7.0,4.1,-10.0,108.2,118.2,0.552,0,12/19/2022
Sacramento Kings,Charlotte Hornets,0022200460,119,0.571,0.488,0.356,0.788,41.0,26.4,14.7,6.8,3.2,2.3,114.8,112.7,0.602,125,0.233,0.442,0.324,0.744,44.4,23.9,13.6,7.4,4.8,-6.9,107.5,114.9,0.533,0,12/19/2022
Atlanta Hawks,Orlando Magic,0022200454,126,0.5,0.465,0.328,0.82,42.8,23.1,13.2,6.9,4.6,-1.1,110.9,112.4,0.559,125,0.355,0.466,0.344,0.805,43.8,21.6,16.5,6.5,4.9,-4.0,109.9,113.7,0.574,1,12/19/2022
Minnesota Timberwolves,Dallas Mavericks,0022200456,116,0.5,0.491,0.343,0.778,41.3,25.5,15.9,8.6,5.2,-0.7,112.1,112.3,0.591,106,0.5,0.467,0.358,0.729,39.8,22.4,13.1,7.5,3.9,1.8,114.0,112.2,0.587,1,12/19/2022
Oklahoma City Thunder,Portland Trail Blazers,0022200458,123,0.4,0.46,0.343,0.792,43.0,23.5,13.7,7.6,5.0,-1.6,110.3,112.0,0.559,121,0.567,0.476,0.388,0.774,43.8,24.4,15.5,6.6,4.1,0.6,114.2,113.6,0.59,1,12/19/2022
New Orleans Pelicans,Milwaukee Bucks,0022200457,119,0.621,0.487,0.365,0.787,44.0,26.3,14.7,8.6,4.4,5.2,114.9,109.6,0.587,128,0.724,0.459,0.352,0.738,48.2,24.8,14.8,6.4,5.6,4.1,111.7,107.6,0.564,0,12/19/2022
New York Knicks,Golden State Warriors,0022200463,132,0.567,0.453,0.328,0.799,46.9,22.7,14.1,7.1,4.5,1.9,112.6,110.8,0.558,94,0.484,0.477,0.381,0.797,41.6,28.4,16.5,6.7,4.1,0.7,113.4,112.7,0.598,1,12/20/2022
Phoenix Suns,Washington Wizards,0022200464,110,0.613,0.471,0.378,0.799,43.8,27.3,13.3,7.4,5.5,5.3,116.7,111.3,0.576,113,0.355,0.472,0.345,0.763,43.7,24.8,13.7,6.8,5.6,-3.0,110.5,113.6,0.569,0,12/20/2022
Miami Heat,Chicago Bulls,0022200462,103,0.516,0.451,0.343,0.823,41.7,24.1,14.2,8.1,3.3,-0.8,109.5,110.5,0.566,113,0.379,0.481,0.365,0.821,41.3,24.6,14.4,7.3,4.9,-1.8,110.7,112.6,0.581,0,12/20/2022
Detroit Pistons,Utah Jazz,0022200461,111,0.25,0.449,0.347,0.778,42.6,22.0,14.3,6.7,3.8,-6.6,110.7,117.2,0.559,126,0.515,0.473,0.367,0.774,42.9,26.0,15.7,7.1,4.8,0.5,115.1,114.3,0.586,0,12/20/2022
Denver Nuggets,Memphis Grizzlies,0022200465,105,0.621,0.505,0.387,0.746,43.4,28.3,15.4,7.0,4.5,1.0,116.2,114.8,0.602,91,0.655,0.468,0.356,0.709,48.2,24.6,14.3,7.2,5.7,4.7,114.1,109.5,0.562,1,12/20/2022
Sacramento Kings,Los Angeles Lakers,0022200475,134,0.552,0.487,0.356,0.778,41.0,26.3,14.5,6.8,3.1,2.0,114.7,112.8,0.6,120,0.433,0.476,0.328,0.797,43.5,23.7,13.9,6.6,4.9,-1.6,110.9,112.3,0.573,1,12/21/2022
Philadelphia 76ers,Detroit Pistons,0022200467,113,0.586,0.474,0.385,0.814,40.8,24.3,14.9,8.8,4.6,3.3,112.1,108.5,0.592,93,0.242,0.451,0.347,0.777,42.6,22.1,14.3,6.7,3.7,-6.8,110.8,117.7,0.56,1,12/21/2022
Cleveland Cavaliers,Milwaukee Bucks,0022200466,114,0.656,0.479,0.369,0.801,44.0,23.9,15.1,6.5,4.2,6.6,113.2,106.7,0.587,106,0.733,0.462,0.351,0.741,48.0,24.8,14.9,6.4,5.6,4.3,112.0,107.8,0.567,1,12/21/2022
Brooklyn Nets,Golden State Warriors,0022200470,143,0.613,0.504,0.374,0.798,40.9,26.2,14.9,6.9,7.0,1.7,114.2,112.4,0.608,113,0.469,0.477,0.38,0.799,41.3,28.3,16.6,6.6,4.0,-0.5,112.9,113.4,0.598,1,12/21/2022
Atlanta Hawks,Chicago Bulls,0022200468,108,0.516,0.466,0.33,0.822,42.8,23.3,13.1,6.9,4.6,-1.0,111.4,112.7,0.56,110,0.4,0.483,0.367,0.822,41.3,24.7,14.5,7.4,4.7,-1.4,110.9,112.5,0.584,0,12/21/2022
Boston Celtics,Indiana Pacers,0022200469,112,0.71,0.481,0.381,0.83,42.5,26.0,13.6,6.4,5.2,5.9,116.8,110.6,0.61,117,0.484,0.456,0.364,0.789,41.0,26.4,15.4,7.8,6.0,-0.9,112.0,113.1,0.575,0,12/21/2022
New York Knicks,Toronto Raptors,0022200471,106,0.581,0.455,0.332,0.798,46.9,22.9,14.0,7.1,4.4,3.1,113.2,110.4,0.561,113,0.419,0.449,0.324,0.789,43.3,23.0,12.7,9.6,5.2,0.0,112.3,112.1,0.549,0,12/21/2022
Minnesota Timberwolves,Dallas Mavericks,0022200473,99,0.516,0.49,0.344,0.78,41.4,25.3,15.8,8.5,5.2,-0.4,112.3,112.3,0.591,104,0.484,0.466,0.36,0.732,39.9,22.4,13.2,7.5,4.0,1.4,113.8,112.5,0.588,0,12/21/2022
Oklahoma City Thunder,Portland Trail Blazers,0022200474,101,0.419,0.46,0.343,0.796,42.9,23.4,13.7,7.6,5.0,-1.5,110.7,112.2,0.56,98,0.548,0.477,0.389,0.775,43.8,24.4,15.5,6.6,4.0,0.5,114.4,113.9,0.591,1,12/21/2022
Houston Rockets,Orlando Magic,0022200472,110,0.3,0.442,0.327,0.776,46.6,21.2,17.3,7.9,4.8,-5.8,108.9,115.0,0.548,116,0.344,0.467,0.344,0.809,43.8,21.9,16.3,6.5,5.0,-3.9,110.3,114.1,0.574,0,12/21/2022
LA Clippers,Charlotte Hornets,0022200476,126,0.563,0.458,0.365,0.745,45.0,22.7,15.6,6.4,4.7,-0.6,108.1,108.9,0.563,105,0.258,0.445,0.324,0.744,44.7,23.9,13.6,7.3,4.8,-6.5,107.9,114.8,0.535,1,12/21/2022
Utah Jazz,Washington Wizards,0022200478,120,0.529,0.474,0.37,0.771,43.0,26.1,15.6,7.1,4.8,0.9,115.6,114.4,0.587,112,0.375,0.473,0.347,0.76,43.7,24.7,13.6,6.9,5.6,-2.8,110.7,113.6,0.57,1,12/22/2022
New Orleans Pelicans,San Antonio Spurs,0022200477,126,0.6,0.485,0.367,0.784,44.0,26.4,14.7,8.6,4.2,4.7,114.9,110.0,0.585,117,0.333,0.465,0.346,0.727,41.9,27.0,16.0,7.0,4.1,-9.1,108.7,117.8,0.556,1,12/22/2022
Atlanta Hawks,Detroit Pistons,0022200481,130,0.5,0.465,0.332,0.827,42.9,23.2,13.2,6.9,4.6,-1.1,111.2,112.6,0.56,105,0.235,0.449,0.346,0.775,42.7,21.8,14.5,6.6,3.6,-7.2,110.2,117.4,0.558,1,12/23/2022
Orlando Magic,San Antonio Spurs,0022200479,133,0.364,0.466,0.343,0.804,43.8,21.8,16.1,6.7,5.1,-3.6,110.4,113.9,0.574,113,0.323,0.466,0.346,0.731,41.9,26.9,16.0,7.0,4.1,-9.1,108.9,118.0,0.556,1,12/23/2022
Cleveland Cavaliers,Toronto Raptors,0022200484,107,0.667,0.48,0.368,0.8,43.8,23.9,14.9,6.5,4.2,6.7,113.3,106.8,0.587,118,0.438,0.449,0.322,0.792,43.3,22.9,12.5,9.5,5.2,0.2,112.6,112.3,0.549,0,12/23/2022
New York Knicks,Chicago Bulls,0022200485,117,0.563,0.458,0.334,0.794,46.8,23.0,14.2,7.0,4.4,2.8,113.4,110.8,0.563,118,0.419,0.483,0.365,0.82,41.5,24.5,14.4,7.4,4.7,-1.3,110.9,112.3,0.583,0,12/23/2022
Philadelphia 76ers,LA Clippers,0022200480,119,0.6,0.473,0.382,0.817,41.0,24.4,14.8,8.7,4.6,3.9,112.0,107.9,0.591,114,0.576,0.46,0.369,0.75,44.9,22.8,15.9,6.4,4.8,0.1,108.3,108.4,0.567,1,12/23/2022
Miami Heat,Indiana Pacers,0022200486,108,0.5,0.452,0.343,0.821,41.5,24.2,14.1,8.1,3.2,-1.1,109.5,110.8,0.566,111,0.5,0.457,0.367,0.789,41.1,26.4,15.3,7.9,5.9,-0.8,112.1,113.0,0.575,0,12/23/2022
Houston Rockets,Dallas Mavericks,0022200487,106,0.29,0.443,0.33,0.773,46.6,21.2,17.3,7.8,4.8,-5.8,108.9,115.0,0.549,112,0.5,0.465,0.359,0.736,40.0,22.3,13.2,7.4,3.9,1.5,113.8,112.3,0.588,0,12/23/2022
Boston Celtics,Minnesota Timberwolves,0022200482,121,0.688,0.477,0.379,0.83,43.0,26.0,13.7,6.5,5.2,5.6,116.5,110.6,0.606,109,0.5,0.49,0.342,0.779,41.5,25.3,15.7,8.5,5.2,-0.5,112.2,112.3,0.59,1,12/23/2022
Oklahoma City Thunder,New Orleans Pelicans,0022200488,125,0.438,0.46,0.343,0.797,42.8,23.3,13.8,7.6,5.0,-1.4,110.6,112.0,0.56,128,0.613,0.485,0.368,0.789,44.0,26.3,14.8,8.6,4.3,4.9,115.2,110.2,0.586,0,12/23/2022
Brooklyn Nets,Milwaukee Bucks,0022200483,118,0.625,0.508,0.383,0.799,40.5,26.7,14.9,7.0,6.9,2.6,115.0,112.3,0.613,100,0.71,0.462,0.353,0.739,48.0,24.7,15.1,6.4,5.6,3.9,111.9,108.1,0.567,1,12/23/2022
Denver Nuggets,Portland Trail Blazers,0022200489,120,0.633,0.503,0.387,0.741,43.5,28.3,15.5,7.1,4.5,1.5,115.8,114.0,0.599,107,0.531,0.477,0.389,0.774,43.6,24.6,15.6,6.7,4.0,0.4,114.0,113.7,0.591,1,12/23/2022
Sacramento Kings,Washington Wizards,0022200491,111,0.567,0.488,0.357,0.777,41.1,26.3,14.4,6.8,3.1,2.4,115.1,112.9,0.601,125,0.364,0.475,0.346,0.76,43.5,24.6,13.5,6.8,5.5,-3.0,110.8,113.8,0.572,0,12/23/2022
Phoenix Suns,Memphis Grizzlies,0022200490,100,0.594,0.471,0.379,0.799,43.9,27.3,13.3,7.3,5.4,5.0,116.6,111.5,0.576,125,0.633,0.467,0.352,0.707,48.0,24.6,14.3,7.3,5.8,4.1,113.3,109.3,0.56,0,12/23/2022
Los Angeles Lakers,Charlotte Hornets,0022200492,130,0.419,0.476,0.331,0.798,43.3,23.7,13.9,6.6,4.9,-2.0,111.0,112.7,0.574,134,0.25,0.443,0.323,0.744,44.4,23.9,13.6,7.5,4.7,-6.9,107.4,114.7,0.534,0,12/23/2022
Golden State Warriors,Memphis Grizzlies,0022200496,123,0.455,0.478,0.38,0.798,41.1,28.4,16.7,6.5,3.9,-1.3,112.8,114.1,0.598,109,0.645,0.468,0.351,0.709,48.1,24.7,14.3,7.4,5.7,4.7,113.7,109.0,0.561,1,12/25/2022
New York Knicks,Philadelphia 76ers,0022200493,112,0.545,0.459,0.338,0.788,46.9,23.1,14.1,6.8,4.4,2.6,113.8,111.3,0.564,119,0.613,0.475,0.383,0.819,41.0,24.6,14.6,8.7,4.6,3.9,112.4,108.3,0.592,0,12/25/2022
Boston Celtics,Milwaukee Bucks,0022200495,139,0.697,0.476,0.376,0.828,43.3,26.0,13.7,6.6,5.2,5.8,116.6,110.6,0.604,118,0.688,0.461,0.35,0.74,47.9,24.5,15.2,6.5,5.5,3.2,111.7,108.5,0.566,1,12/25/2022
Dallas Mavericks,Los Angeles Lakers,0022200494,124,0.515,0.465,0.359,0.741,39.9,22.3,13.2,7.5,4.0,1.6,113.8,112.3,0.589,115,0.406,0.478,0.336,0.795,43.1,23.8,14.0,6.5,4.8,-2.0,111.3,113.1,0.576,1,12/25/2022
Denver Nuggets,Phoenix Suns,0022200497,128,0.645,0.506,0.389,0.736,43.4,28.4,15.3,7.2,4.4,1.8,116.0,113.9,0.601,125,0.576,0.47,0.375,0.79,43.6,27.1,13.4,7.2,5.3,4.1,116.1,111.9,0.574,1,12/25/2022
Cleveland Cavaliers,Brooklyn Nets,0022200498,117,0.647,0.48,0.367,0.792,43.6,24.0,15.0,6.6,4.2,6.1,113.2,107.2,0.587,125,0.636,0.508,0.384,0.802,40.7,26.8,14.8,7.1,6.8,3.0,115.2,112.1,0.613,0,12/26/2022
Detroit Pistons,LA Clippers,0022200499,131,0.229,0.448,0.343,0.774,42.7,21.7,14.5,6.6,3.6,-7.7,110.0,117.7,0.557,142,0.559,0.461,0.369,0.751,44.6,22.9,15.8,6.4,4.9,-0.1,108.7,108.9,0.568,0,12/26/2022
Miami Heat,Minnesota Timberwolves,0022200500,113,0.485,0.451,0.344,0.823,41.5,24.2,14.0,8.1,3.2,-1.2,109.7,111.0,0.565,110,0.485,0.49,0.341,0.778,41.6,25.3,15.7,8.3,5.2,-0.9,112.1,112.5,0.589,1,12/26/2022
New Orleans Pelicans,Indiana Pacers,0022200502,113,0.625,0.483,0.367,0.791,44.1,26.3,14.9,8.6,4.3,4.8,114.9,109.9,0.586,93,0.515,0.458,0.37,0.787,41.3,26.4,15.4,7.8,5.9,-0.7,112.3,113.0,0.577,1,12/26/2022
